SQLDATE,avg_goldstein,avg_tone,nb_evenements,nb_mentions,nb_sources,nb_articles,nb_conflits,crisis_rate,theme_crisis,theme_election,theme_economy,theme_security,theme_count,actor1_is_gov,actor1_is_mil,actor1_is_intl,actor1_is_civil,actor2_is_gov,actor2_is_mil,actor2_is_intl,actor2_is_civil,dayofweek,month,quarter,is_weekend,day_of_year,dow_sin,dow_cos,crisis_day,conflit_detect,roll_3d_goldstein,roll_7d_goldstein,roll_14d_goldstein,roll_3d_tone,roll_7d_tone,roll_14d_tone,roll_7d_events,goldstein_lag1,tone_lag1,crisis_lag1,media_pressure
2025-01-12,0.2901960784313726,-2.423059059302396,51,354,51,340,13,0.2549019607843137,0.6862745098039216,0.5490196078431373,0.5294117647058824,0.6078431372549019,32.31372549019608,0.3137254901960784,0.0392156862745098,0.3137254901960784,0.0196078431372549,0.2549019607843137,0.0784313725490196,0.39215686274509803,0.0392156862745098,6,1,1,1,12,-0.7818314824680299,0.6234898018587334,0,0,-0.26098911328649405,0.8514223566202378,0.9158456175416642,-2.4858116135448163,-0.9803500983246524,-0.8924170637063621,250.0,0.3130434782608696,-1.123671819625157,0.0,6.8076923076923075
2025-01-13,0.028571428571428574,-3.212307456816334,42,378,42,348,14,0.3333333333333333,0.7857142857142857,0.7380952380952381,0.5,0.7619047619047619,36.95238095238095,0.2619047619047619,0.07142857142857142,0.3333333333333333,0.09523809523809523,0.16666666666666666,0.09523809523809523,0.5,0.047619047619047616,0,1,1,0,13,0.0,1.0,0,0,0.21060366175455691,0.6896309734002831,0.8475937568516461,-2.253012778581296,-1.4501658976356835,-1.0708701708686676,274.0,0.2901960784313726,-2.423059059302396,0.0,8.790697674418604
2025-01-14,0.4617647058823529,-0.6755957639911535,34,255,34,255,10,0.29411764705882354,0.6470588235294118,0.4117647058823529,0.29411764705882354,0.38235294117647056,31.941176470588236,0.38235294117647056,0.058823529411764705,0.08823529411764706,0.0,0.14705882352941177,0.029411764705882353,0.5588235294117647,0.0,1,1,1,0,14,0.7818314824680298,0.6234898018587336,0,0,0.2601774042950514,0.29173181373641766,0.8200345389252679,-2.1036540933699612,-1.905812478771041,-1.042636284663131,291.0,0.028571428571428574,-3.212307456816334,0.0,7.285714285714286
2025-01-15,-0.05142857142857145,-3.0662567371576888,35,310,35,300,10,0.2857142857142857,0.7142857142857143,0.34285714285714286,0.34285714285714286,0.5142857142857142,36.51428571428571,0.3142857142857143,0.02857142857142857,0.2857142857142857,0.02857142857142857,0.22857142857142856,0.08571428571428572,0.42857142857142855,0.0,2,1,1,0,15,0.9749279121818236,-0.22252093395631434,0,0,0.14630252100840335,0.002452101851663777,0.901143678233165,-2.3180533193217254,-2.3699619690881613,-0.9890071930677106,292.0,0.4617647058823529,-0.6755957639911535,0.0,8.61111111111111
2025-01-16,0.6103448275862069,0.0749786166552312,29,244,30,244,8,0.27586206896551724,0.4827586206896552,0.5517241379310345,0.4827586206896552,0.3448275862068966,26.275862068965516,0.3103448275862069,0.13793103448275862,0.13793103448275862,0.10344827586206896,0.13793103448275862,0.0,0.5172413793103449,0.034482758620689655,3,1,1,0,16,0.43388373911755823,-0.900968867902419,0,0,0.3402269873466628,0.0380407215359907,0.9103647373464655,-1.2222912948312037,-2.048088025992056,-0.7757267613168068,272.0,-0.05142857142857145,-3.0662567371576888,0.0,7.870967741935484
2025-01-17,1.1388888888888888,-0.17287443991673024,36,313,36,303,10,0.2777777777777778,0.6944444444444444,0.4722222222222222,0.5277777777777778,0.5,38.666666666666664,0.25,0.1111111111111111,0.2777777777777778,0.1388888888888889,0.2222222222222222,0.0,0.5555555555555556,0.027777777777777776,4,1,1,0,17,-0.433883739117558,-0.9009688679024191,0,0,0.5659350483488415,0.3987686908846498,0.9081974601791883,-1.0547175201397294,-1.5141123800220326,-0.7319176204965874,250.0,0.6103448275862069,0.0749786166552312,0.0,8.45945945945946
2025-01-18,-0.10869565217391307,-1.8226787969450327,23,188,25,188,8,0.34782608695652173,0.6521739130434783,0.5217391304347826,0.5217391304347826,0.5652173913043478,32.91304347826087,0.21739130434782608,0.043478260869565216,0.4782608695652174,0.043478260869565216,0.34782608695652173,0.0,0.4782608695652174,0.0,5,1,1,1,18,-0.9749279121818236,-0.2225209339563146,0,0,0.5468460214337275,0.3385202436796808,0.6980525326429564,-0.6401915400688439,-1.6139705196391578,-0.906161955257556,250.0,1.1388888888888888,-0.17287443991673024,0.0,7.230769230769231
2025-01-19,1.3222222222222222,-0.36768425158544776,9,84,9,84,2,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.2222222222222222,28.444444444444443,0.3333333333333333,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,6,1,1,1,19,-0.7818314824680299,0.6234898018587334,0,0,0.7841384863123994,0.48595254993551645,0.668687453277877,-0.7877458294824035,-1.3203455471081649,-1.1503478227164088,208.0,-0.10869565217391307,-1.8226787969450327,0.0,8.4
2025-01-20,2.642857142857143,-1.7047367436040983,14,146,14,136,1,0.07142857142857142,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.5,41.357142857142854,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.7857142857142857,0.0,0,1,1,0,20,0.0,1.0,0,0,1.2854612376351506,0.8594219376906185,0.7745264555454509,-1.298366597378193,-1.10497830236356,-1.2775720999996218,180.0,1.3222222222222222,-0.36768425158544776,0.0,9.733333333333333
2025-01-21,1.4157894736842105,-2.1909250636644995,19,166,19,166,4,0.21052631578947367,0.42105263157894735,0.5263157894736842,0.7894736842105263,0.47368421052631576,39.78947368421053,0.47368421052631576,0.0,0.21052631578947367,0.0,0.2631578947368421,0.05263157894736842,0.5263157894736842,0.0,1,1,1,0,21,0.7818314824680298,0.6234898018587336,0,0,1.7936229462545252,0.9957111902337409,0.6437215019850794,-1.4211153529513485,-1.3214539166026094,-1.613633197686825,165.0,2.642857142857143,-1.7047367436040983,0.0,8.3
2025-01-22,1.2269230769230768,-0.8667362994355758,26,272,26,252,7,0.2692307692307692,0.6153846153846154,0.5,0.6538461538461539,0.46153846153846156,32.92307692307692,0.34615384615384615,0.0,0.19230769230769232,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.6153846153846154,0.038461538461538464,2,1,1,0,22,0.9749279121818236,-0.22252093395631434,0,0,1.7618565644881432,1.1783328542839764,0.5903924780678201,-1.5874660355680579,-1.0072367112137361,-1.6885993401509487,156.0,1.4157894736842105,-2.1909250636644995,0.0,10.074074074074074
2025-01-23,2.4352941176470586,1.0836091004255923,17,142,17,142,2,0.11764705882352941,0.47058823529411764,0.35294117647058826,0.5882352941176471,0.17647058823529413,39.35294117647059,0.7058823529411765,0.0,0.11764705882352941,0.0,0.29411764705882354,0.0,0.5294117647058824,0.0,3,1,1,0,23,0.43388373911755823,-0.900968867902419,0,0,1.6926688894181152,1.439039895721241,0.7385403086286157,-0.6580174208914943,-0.8631466421036846,-1.4556173340478704,144.0,1.2269230769230768,-0.8667362994355758,0.0,7.888888888888889
2025-01-24,1.4124999999999999,-1.7314780454419914,16,142,16,142,4,0.25,0.6875,0.5,0.4375,0.5625,36.3125,0.4375,0.0,0.25,0.0,0.3125,0.0,0.4375,0.0,4,1,1,0,24,-0.433883739117558,-0.9009688679024191,0,0,1.691572398190045,1.4781271973085424,0.9384479440965962,-0.5048684148173249,-1.0858043000358646,-1.2999583400289487,124.0,2.4352941176470586,1.0836091004255923,0.0,8.352941176470589
2025-01-25,2.1333333333333333,3.3335084179380217,6,52,6,52,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,37.333333333333336,0.5,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,5,1,1,1,25,-0.9749279121818236,-0.2225209339563146,0,0,1.9937091503267972,1.7984170523810064,1.0684686480303436,0.895213157640541,-0.3492061264811427,-0.9815883230601502,107.0,1.4124999999999999,-1.7314780454419914,0.0,7.428571428571429
2025-01-26,0.3181818181818181,-1.6997740363043439,11,76,11,76,4,0.36363636363636365,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.5454545454545454,45.54545454545455,0.36363636363636365,0.0,0.45454545454545453,0.0,0.09090909090909091,0.0,0.45454545454545453,0.0,6,1,1,1,26,-0.7818314824680299,0.6234898018587334,0,0,1.2880050505050502,1.6549827089466629,1.0704676294410895,-0.03258122126943793,-0.5395046671552707,-0.9299251071317178,109.0,2.1333333333333333,3.3335084179380217,0.0,6.333333333333333
2025-01-27,0.3444444444444445,-3.444861371197474,18,100,18,100,5,0.2777777777777778,0.6111111111111112,0.5,0.8333333333333334,0.7777777777777778,44.388888888888886,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.05555555555555555,0.2222222222222222,0.0,0.5555555555555556,0.05555555555555555,0,1,1,0,27,0.0,1.0,0,0,0.9319865319865319,1.3266380377448488,1.0930299877177336,-0.6037089965212655,-0.78809389966861,-0.9465361010160852,113.0,0.3181818181818181,-1.6997740363043439,0.0,5.2631578947368425
2025-01-28,1.875,-0.9050906821597184,12,62,12,62,1,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.75,0.6666666666666666,42.666666666666664,0.25,0.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.5,0.0,1,1,1,0,28,0.7818314824680298,0.6234898018587336,0,0,0.8458754208754208,1.3922395415042474,1.1939753658689942,-2.0165753632205123,-0.6044032737393555,-0.9629285951709825,106.0,0.3444444444444445,-3.444861371197474,0.0,4.769230769230769
2025-01-29,0.71875,-1.27205929659632,16,145,16,137,4,0.25,0.625,0.4375,0.3125,0.3125,37.875,0.25,0.0,0.375,0.0625,0.125,0.0,0.375,0.3125,2,1,1,0,29,0.9749279121818236,-0.22252093395631434,0,0,0.9793981481481481,1.3196433876580935,1.248988120971035,-1.8740037833178373,-0.6623065590480335,-0.8347716351308848,96.0,1.875,-0.9050906821597184,0.0,8.529411764705882
2025-01-30,-0.14285714285714285,-1.0963124153903652,14,119,14,99,5,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.21428571428571427,29.928571428571427,0.14285714285714285,0.0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.0,0.5,0.0,3,1,1,0,30,0.43388373911755823,-0.900968867902419,0,1,0.8169642857142856,0.9513360647289218,1.195187980225081,-1.0911541313821347,-0.973723918450313,-0.9184352802769988,93.0,0.71875,-1.27205929659632,0.0,7.933333333333334
2025-01-31,-0.5545454545454546,-0.7751294761686516,22,170,22,170,10,0.45454545454545453,0.36363636363636365,0.7272727272727273,0.22727272727272727,0.36363636363636365,35.72727272727273,0.18181818181818182,0.0,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.6818181818181818,0.045454545454545456,4,1,1,0,31,-0.433883739117558,-0.9009688679024191,1,1,0.007115800865800696,0.6703295712224283,1.0742283842654854,-1.0478337293851123,-0.8371026942684073,-0.961453497152136,99.0,-0.14285714285714285,-1.0963124153903652,0.0,7.391304347826087
2025-02-01,0.8153846153846154,-1.8039461548333025,13,141,13,135,4,0.3076923076923077,0.6153846153846154,0.6923076923076923,0.5384615384615384,0.46153846153846156,29.692307692307693,0.23076923076923078,0.0,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.0,0.46153846153846156,0.0,5,2,1,1,32,-0.9749279121818236,-0.2225209339563146,0,1,0.03932733932733915,0.4820511829440401,1.140234117662523,-1.2251293487974397,-1.5710247760928822,-0.9601154512870125,106.0,-0.5545454545454546,-0.7751294761686516,1.0,10.071428571428571
2025-02-02,-0.055555555555555705,-5.163159255724265,9,77,9,74,4,0.4444444444444444,0.7777777777777778,0.2222222222222222,0.8888888888888888,0.5555555555555556,52.44444444444444,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.6666666666666666,0.0,6,2,1,1,33,-0.7818314824680299,0.6234898018587334,1,1,0.0684278684278682,0.42866012955298666,1.0418214192498247,-2.5807449622420733,-2.065794093152871,-1.3026493801540708,104.0,0.8153846153846154,-1.8039461548333025,0.0,7.7
2025-02-03,2.5357142857142856,-0.1927453855425823,14,125,14,125,1,0.07142857142857142,0.5714285714285714,0.42857142857142855,0.5,0.35714285714285715,31.142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.5714285714285714,0.0,0,2,1,0,34,0.0,1.0,0,1,1.0985144485144482,0.7416986783058211,1.0341683580253351,-2.3866169320333834,-1.6012060952021723,-1.1946499974353912,100.0,-0.055555555555555705,-5.163159255724265,1.0,8.333333333333334
2025-02-04,-1.65625,-3.847118868461582,16,107,16,107,7,0.4375,0.6875,0.375,0.625,0.625,32.6875,0.0,0.0625,0.5,0.0,0.125,0.0,0.5,0.0,1,2,1,0,35,0.7818314824680298,0.6234898018587336,1,1,0.2746362433862431,0.23723439259153542,0.8147369670478913,-3.0676745032428094,-2.021495836102438,-1.312949554920897,104.0,2.5357142857142856,-0.1927453855425823,0.0,6.294117647058823
2025-02-05,-0.588,-3.689826646266331,25,191,26,181,8,0.32,0.68,0.44,0.6,0.6,40.4,0.36,0.04,0.28,0.0,0.28,0.0,0.4,0.04,2,2,1,0,36,0.9749279121818236,-0.22252093395631434,0,1,0.09715476190476165,0.05055582116296396,0.6850996044105288,-2.5765636334234983,-2.366891171769583,-1.5145988654088083,113.0,-1.65625,-3.847118868461582,1.0,7.074074074074074
2025-02-06,0.4875000000000001,-2.6295757752306494,24,166,24,166,8,0.3333333333333333,0.625,0.5416666666666666,0.4166666666666667,0.5,30.375,0.20833333333333334,0.0,0.375,0.0,0.20833333333333334,0.041666666666666664,0.5,0.0,3,2,1,0,37,0.43388373911755823,-0.900968867902419,0,1,-0.5855833333333335,0.14060684157112724,0.5459714531500246,-3.3888404299861876,-2.585928794603909,-1.7798263565271113,123.0,-0.588,-3.689826646266331,0.0,6.64
2025-02-07,2.15,-2.707445309489042,14,91,14,91,1,0.07142857142857142,0.6428571428571429,0.35714285714285715,0.7142857142857143,0.6428571428571429,41.0,0.5714285714285714,0.0,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.0,4,2,1,0,38,-0.433883739117558,-0.9009688679024191,0,1,0.6831666666666664,0.5269704779347636,0.598650024578596,-3.0089492436620073,-2.861973913649679,-1.8495383039590434,115.0,0.4875000000000001,-2.6295757752306494,0.0,6.066666666666666
2025-02-08,2.81875,4.129316009358139,16,129,16,129,1,0.0625,0.5,0.6875,0.125,0.125,26.4375,0.25,0.0625,0.3125,0.0625,0.3125,0.0,0.4375,0.0625,5,2,1,1,39,-0.9749279121818236,-0.2225209339563146,0,1,1.8187499999999999,0.8131655328798185,0.6476083579119294,-0.4025683584538508,-2.0143650330509013,-1.792694904571892,118.0,2.15,-2.707445309489042,0.0,7.588235294117647
2025-02-09,-2.557142857142857,-5.637193327639461,7,62,7,52,4,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,28.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,6,2,1,1,40,-0.7818314824680299,0.6234898018587334,1,1,0.8038690476190476,0.4557959183673469,0.4422280239601668,-1.4051075425901214,-2.082084186181644,-2.0739391396672575,116.0,2.81875,4.129316009358139,0.0,7.75
2025-02-10,1.4124999999999999,0.12230093474033364,24,253,24,213,2,0.08333333333333333,0.4166666666666667,0.4583333333333333,0.7083333333333334,0.5833333333333334,41.833333333333336,0.3333333333333333,0.0,0.25,0.08333333333333333,0.25,0.0,0.5,0.0,0,2,1,0,41,0.0,1.0,0,1,0.5580357142857142,0.2953367346938776,0.5185177064998493,-0.4618587945136629,-2.0370775689983702,-1.8191418321002712,126.0,-2.557142857142857,-5.637193327639461,1.0,10.12
2025-02-11,1.8350000000000002,0.7764424181883125,20,185,20,165,2,0.1,0.35,0.45,0.65,0.25,39.0,0.4,0.05,0.25,0.15,0.3,0.0,0.5,0.1,1,2,1,0,42,0.7818314824680298,0.6234898018587336,0,1,0.23011904761904756,0.7940867346938776,0.5156605636427065,-1.579483324903605,-1.3765688137626708,-1.6990323249325547,130.0,1.4124999999999999,0.12230093474033364,0.0,8.80952380952381
